B1,B2,B3,B4,B5,B6,I,T,VT,TIME,PB1,PB2,PB3,PB4,PB5,PB6,PVT
0.26,-0.26,0.0,0.0,0.0,0.0,0.0,699.0,0.0,2024-01-01 00:00:00,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
0.08,-0.08,0.0,0.0,0.0,0.0,0.0,23.4,0.0,2024-01-01 00:00:02,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,0.0,2024-01-01 00:00:03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06,-0.06,0.0,0.0,0.0,0.0,0.0,23.4,0.0,2024-01-01 00:00:05,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.04,23.4,0.0,2024-01-01 00:00:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,0.0,2024-01-01 00:00:08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.04,23.4,0.0,2024-01-01 00:00:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,0.0,2024-01-01 00:00:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,0.0,2024-01-01 00:00:12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,2024-01-01 00:00:14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,2024-01-01 00:00:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,2024-01-01 00:00:17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
